Fragrant and focused, this smooth elegant red offers enticing aromas of pressed rose, botanical herb, forest berry and culinary spice. On the delicious palate, taut polished tannins accompany succulent morello cherry, raspberry compote, star anise and chopped mint. Fresh acidity keeps it well balanced. It's already drinking beautifully but will offer several years or more of pleasure. Drink through 2027. KERIN O’KEEFE;95;Villa Guelpa 2017 Nebbiolo (Sizzano);$50;;Nebbiolo;Sizzano, Piedmont, Italy;Villa Guelpa;KERIN O’KEEFE;13.5%;750 ml;Red;T. Edward Wines Ltd;11/1/2020
Aromas of wild berry, fragrant blue flower and new leather waft form the enticing nose. Boasting structure and finesse, the full-bodied, enveloping palate features juicy morello cherry, crushed raspberry and baking spice framed in taut velvety tannins. Drink 2022–2029. KERIN O’KEEFE;95;Ugo Lequio 2017 Gallina (Barbaresco);$60;Gallina;Nebbiolo;Barbaresco, Piedmont, Italy;Ugo Lequio;KERIN O’KEEFE;14.5%;750 ml;Red;Wade & Clark Wine Imports;11/1/2020
Aromas of camphor, forest berry and oak-driven spice slowly take shape in the glass along with whiffs of pressed rose and botanical herb. Youthfully austere, the tense linear palate offers red cherry, cranberry, star anise and crushed mint before an almost salty mineral close. Taut fine-grained tannins provide seamless support. Drink 2024–2037. KERIN O’KEEFE;95;Villa Guelpa 2017 Lessona;$70;;Nebbiolo;Lessona, Piedmont, Italy;Villa Guelpa;KERIN O’KEEFE;13%;750 ml;Red;T. Edward Wines Ltd;11/1/2020
Intense floral aromas of rose and iris mingle with forest berry, dried mint and underbrush on this chiseled Nebbiolo. Racy and elegant, the radiant palate offers spiced cranberry, blood orange, star anise and botanical herb before closing on salty mineral note evoking rusty iron. Vibrant acidity and taut fine-grained tannins provide age-worthy support. Drink 2023–2036. KERIN O’KEEFE;93;Torraccia del Piantavigna 2016 Gattinara;$40;;Nebbiolo;Gattinara, Piedmont, Italy;Torraccia del Piantavigna;KERIN O’KEEFE;13.5%;750 ml;Red;Empson USA Ltd;11/1/2020
This full-boded red offers aromas evoking blue flower, baked plum and pipe tobacco. The firm but polished palate shows concentration and structure, featuring dried cherry, steeped prune and licorice set against fine-grained tannins. Drink 2022–2027. KERIN O’KEEFE;93;Musso 2017 Pora (Barbaresco);$40;Pora;Nebbiolo;Barbaresco, Piedmont, Italy;Musso;KERIN O’KEEFE;14.5%;750 ml;Red;Panebianco;11/1/2020
Fragrant and delicious, this dry, crisp white opens with enticing scents of perfumed white flower, citrus and yellow stone fruit. Focused and linear, the racy, refreshing palate delivers juicy white grapefruit, orange zest and ripe apricot alongside a mineral vein of saline. KERIN O’KEEFE;93;Planeta 2019 Allemanda Moscato (Noto);$23;Allemanda;Moscato, Muscat;Noto, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;12%;750 ml;White;Taub Family Selections;11/1/2020
Camphor, star anise, espresso and forest-berry aromas form the nose along with a whiff of underbrush. Linear and medium bodied, the palate offers licorice, dried cherry and blood orange alongside firm close-grained tannins. KERIN O’KEEFE;92;Podere ai Valloni 2012 Vigna Cristina (Boca);$38;Vigna Cristina;Red Blends, Red Blends;Boca, Piedmont, Italy;Podere ai Valloni;KERIN O’KEEFE;13.5%;750 ml;Red;Fass Selections;11/1/2020
Camphor, exotic incense and pressed rose aromas lead the nose along with whiffs of underbrush and aromatic herb. The enveloping, smooth palate shows dried cherry, blood orange, tobacco and hazelnut set against polished tannins and still-fresh acidity. It's an impressive showing for a 20-year-old bottle. Drink through 2025. KERIN O’KEEFE;92;Torraccia del Piantavigna 2000 Ghemme;$170;;Red Blends, Red Blends;Ghemme, Piedmont, Italy;Torraccia del Piantavigna;KERIN O’KEEFE;13.5%;750 ml;Red;Empson USA Ltd;11/1/2020
Aromas of rose, violet and wild berry align with menthol and clove. Savory and elegant, the smooth palate delivers chocolate-covered cherry, raspberry compote and tobacco alongside taut polished tannins. It closes on a mineral note of rusty nail. Drink through 2026. Editor's choice. KERIN O’KEEFE;92;Bianchi 2011 Vigneto Valferana Riserva (Gattinara);$25;Vigneto Valferana Riserva;Nebbiolo;Gattinara, Piedmont, Italy;Bianchi;KERIN O’KEEFE;13.5%;750 ml;Red;Votto Vines Importing;11/1/2020
Underbrush, tilled soil, camphor and new leather aromas mingle together in the glass. Firmly structured and austere, the linear palate features sour cherry, orange zest and licorice alongside tightly wound fine-grained tannins. Drink 2021–2027. KERIN O’KEEFE;91;Torraccia del Piantavigna 2015 Gattinara;$40;;Nebbiolo;Gattinara, Piedmont, Italy;Torraccia del Piantavigna;KERIN O’KEEFE;13.5%;750 ml;Red;Empson USA Ltd;11/1/2020
