Aromas of cola, anise and brandy-soaked dark cherry mark the nose, with peppery spice lingering in the background. The palate is rather soft and easy in feel, yet there's just enough acidity to keep it lifted. Cherry and crushed pepper mark the short finish. ALEXANDER PEARTREE;87;Cantele 2015 Riserva Negroamaro (Salice Salentino);$16;Riserva;Negroamaro, Italian Red;Salice Salentino, Southern Italy, Italy;Cantele;ALEXANDER PEARTREE;13%;750 ml;Red;LLS–Winebow;11/1/2019
Subtle aromas of Spanish broom, white stone fruit and toasted nut float above the glass. The racy palate is lean in terms of fruit richness, suggesting dried peach and lemon zest alongside brisk acidity before a bitter almond close. KERIN O’KEEFE;87;Col di Corte 2016 Verdicchio dei Castelli di Jesi Classico Superiore;$25;;Verdicchio, Italian White;Verdicchio dei Castelli di Jesi Classico Superiore, Central Italy, Italy;Col di Corte;KERIN O’KEEFE;14%;750 ml;White;Selected Estates of Europe Ltd;11/1/2019
Aromas of blackberry jam and violet interplay quietly on the nose. The fruit-forward palate is straightforward in its jammy berry appeal, with bright acidity and medium-grained tannins lending support. ALEXANDER PEARTREE;87;Due Palme 2018 Sangaetano (Primitivo di Manduria);$17;Sangaetano;Primitivo, Zinfandel;Primitivo di Manduria, Southern Italy, Italy;Due Palme;ALEXANDER PEARTREE;14%;750 ml;Red;Wine Worldwide, Inc;11/1/2019
A wealth of potpourri spice, orange and pepper carry the nose. The soft, plush palate shows more fruit in the way of cherry and blackberry jam. An oaky char rises up on the midpalate and carries through the finish. ALEXANDER PEARTREE;87;Jorche 2014 Riserva (Primitivo di Manduria);$30;Riserva;Primitivo, Zinfandel;Primitivo di Manduria, Southern Italy, Italy;Jorche;ALEXANDER PEARTREE;16%;750 ml;Red;Ionia Atlantic Imports, LLC;11/1/2019
A blend of 80% Sangiovese and 20% Montepulciano, this opens with aromas of black-skinned berries and a whiff of sunbaked earth. The straightforward palate offers dried black cherry, prune and a hint of clove alongside soft tannins. Drink now. KERIN O’KEEFE;87;Roccafiore 2017 Melograno Red (Umbria);$15;Melograno;Red Blends, Red Blends;Umbria, Central Italy, Italy;Roccafiore;KERIN O’KEEFE;12.5%;750 ml;Red;Vignaioli Selection;11/1/2019
A pleasing intensity of red currant, tilled earth, violet and orange spice carries the nose. The palate is light in feel yet filled out by bright red and black berry flavors. A thin veil of tannins coats it all, with persistent acidity keeping it afloat. ALEXANDER PEARTREE;87;Tommasi 2016 Masseria Surani Ares Red (Puglia);$16;Masseria Surani Ares;Primitivo-Cabernet Sauvignon, Red Blends;Puglia, Southern Italy, Italy;Tommasi;ALEXANDER PEARTREE;13%;750 ml;Red;Vintus LLC;11/1/2019
Aromas of dark cherry and blackberry coulis meld with a proper dose of sweet spice on the nose. It is rounded and plush on the palate in ripe berry flavors, with juicy acidity and fine-grained tannins propping it all up. ALEXANDER PEARTREE;87;Varvaglione 2015 12 e Mezzo Negroamaro (Salento);$15;12 e Mezzo;Negroamaro, Italian Red;Salento, Southern Italy, Italy;Varvaglione;ALEXANDER PEARTREE;12.5%;750 ml;Red;WinesU;11/1/2019
A heady dose of sweet spices grace the nose, with baked black-cherry and plum tones at the core. This is ultrasoft and plush in feel, led by jammy fruit flavors and lifted by juicy acidity. Ripe fruit and sweet spice linger on the finish. ALEXANDER PEARTREE;87;Varvaglione 2015 Papale Oro (Primitivo di Manduria);$25;Papale Oro;Primitivo, Zinfandel;Primitivo di Manduria, Southern Italy, Italy;Varvaglione;ALEXANDER PEARTREE;14.5%;750 ml;Red;WinesU;11/1/2019
A spicy nose of potpourri melds with fresh grapefruit and lemon zest. It is creamy in feel on the palate, lifted by bright acidity and accented by lilac. ALEXANDER PEARTREE;87;Varvaglione 2018 12 e Mezzo Malvasia Bianca (Salento);$15;12 e Mezzo;Malvasia Bianca, Italian White;Salento, Southern Italy, Italy;Varvaglione;ALEXANDER PEARTREE;12.5%;750 ml;White;WinesU;11/1/2019
A mild nose of wild strawberry with a balsamic edge starts off this rosato made from Negroamaro and Malvasia Nera. The medium-bodied palate is juicy in feel, driven by watermelon and cherry flavors that are honed by a streak of limestone and a mild grip of tannins. ALEXANDER PEARTREE;87;Vetrère 2018 Taranta Rosato (Salento);$10;Taranta;Rosato, Rosé;Salento, Southern Italy, Italy;Vetrère;ALEXANDER PEARTREE;13%;750 ml;Rose;Quigley Fine Wines;11/1/2019
This Negroamaro-based wine carries aromas of blackberry balsamic vinegar, stemmy herbs and candied cherry on the nose. The palate is quite light and zesty in feel, filled out by a red plum flavor and honed by zesty acidity and delicate tannins. ALEXANDER PEARTREE;87;Masseria Li Veli 2017 Passamante Red (Salice Salentino);$14;Passamante;Red Blends, Red Blends;Salice Salentino, Southern Italy, Italy;Masseria Li Veli;ALEXANDER PEARTREE;13.5%;750 ml;Red;Dalla Terra Winery Direct;11/1/2019
Mild aromas of bramble berries, cranberry and herbal spice carry the nose. The palate is plush and soft in feel, with creamy red berry flavors that finish pleasantly but short. A delicate veil of tannins and honed acidity frame it all. ALEXANDER PEARTREE;87;Polvanera 2015 14 Vigneto Marchesana Primitivo (Gioia del Colle);$21;14 Vigneto Marchesana;Primitivo, Zinfandel;Gioia del Colle, Southern Italy, Italy;Polvanera;ALEXANDER PEARTREE;14.5%;750 ml;Red;Jan D'Amore Wines;11/1/2019
A bright, fruity nose of grapefruit and pineapple carries a slightly stony undercurrent. The palate is light and brisk in the same tones, with zesty acidity lending balance. ALEXANDER PEARTREE;87;Rivera 2018 Marese Bombino Bianco (Castel del Monte);$15;Marese;Bombino Bianco, Italian White;Castel del Monte, Southern Italy, Italy;Rivera;ALEXANDER PEARTREE;12.5%;750 ml;White;Montcalm Wine Importers;11/1/2019
Spring flower and orchard fruit aromas take center stage on this straightforward white. The bright palate shows apple, pear and citrus zest alongside crisp acidity. KERIN O’KEEFE;87;Roeno 2018 Tera Alta Pinot Grigio (Valdadige);$16;Tera Alta;Pinot Grigio;Valdadige, Veneto, Italy;Roeno;KERIN O’KEEFE;13%;750 ml;White;GLC Wines;11/1/2019
Aromas of brandy-soaked cherries, dried violet and white pepper carry to the richly fruited palate. Bright acidity pushes through, lending ample support to the dense fruit, with fine tannins providing a gentle grip. ALEXANDER PEARTREE;87;Amastuola 2016 Vignatorta Organic Red (Puglia);$12;Vignatorta Organic;Syrah-Primitivo, Red Blends;Puglia, Southern Italy, Italy;Amastuola;ALEXANDER PEARTREE;14%;750 ml;Red;Multiple U.S. importers;11/1/2019
Made with organically farmed grapes, this opens with delicate aromas suggesting orange blossom and green melon with a whiff of white stone fruit. On the light-bodied palate, crisp acidity accompanies green apple and tangy saline. KERIN O’KEEFE;87;Sorrentino 2018 Verso Falanghina (Vesuvio);$16;Verso;Falanghina, Italian White;Vesuvio, Southern Italy, Italy;Sorrentino;KERIN O’KEEFE;12.5%;750 ml;White;Misa Imports;11/1/2019
A bright, fruity nose of red cherry melds with cinnamon and clove. A medium-bodied palate is juicy in red and black berry flavors, flecked with sweet spices. The tannins show a mild grit, with honed acidity providing balance. ALEXANDER PEARTREE;87;Due Palme 2017 Serre Susumaniello (Salento);$19;Serre;Susumaniello, Italian Red;Salento, Southern Italy, Italy;Due Palme;ALEXANDER PEARTREE;13.5%;750 ml;Red;Wine Worldwide, Inc;11/1/2019
Aromas of pollen, spice and crushed flowers carry the demure nose of this wine. There's a creaminess to the palate in the way of peach and melon flavors, with juicy acidity rising up and culminating on a tangy grapefruit finish. ALEXANDER PEARTREE;87;Due Palme 2018 Rosalita Rosato (Salento);$15;Rosalita;Rosato, Rosé;Salento, Southern Italy, Italy;Due Palme;ALEXANDER PEARTREE;12%;750 ml;Rose;Wine Worldwide, Inc;11/1/2019
Aromas of stewed prune and toasted oak with a whiff of resin lead the nose. The assertive palate reflects the nose, offering raisin, clove and French oak. It lacks fruit richness, and grainy tannins give it a clenching, astringent finish. KERIN O’KEEFE;87;Montioni 2015 Ma Gia (Montefalco Sagrantino);$95;Ma Gia;Sagrantino, Italian Red;Montefalco Sagrantino, Central Italy, Italy;Montioni;KERIN O’KEEFE;15%;750 ml;Red;NG Wine Services;11/1/2019
