Aromas of ripe white stone fruit, tropical fruit and pastry cream shape the inviting nose. Mirroring the aromas, the enveloping, delicious palate doles out white peach, vanilla and candied lemon zest. Crisp acidity lifts the rich flavors. KERIN O’KEEFE;92;Vestini Campagnano 2018 Le Ortole Pallagrello Bianco (Terre del Volturno);$60;Le Ortole;Pallagrello Bianco, Italian White;Terre del Volturno, Southern Italy, Italy;Vestini Campagnano;KERIN O’KEEFE;13%;750 ml;White;Massanois Imports;3/1/2020
Made entirely with red grape Corinto Nero, this ruby-colored dessert wine has compelling aromas of, prune, red cherry marinated in spirits, grilled herb and walnut. The rounded palate offers baked plum, Christmas cake, vanilla and carob. It's enveloping and velvety, while fresh acidity lifts the rich flavors. KERIN O’KEEFE;91;Fenech 2017 Disiato Corinto Nero (Terre Siciliane);N/A;Disiato;Corinto Nero, Italian Red;Terre Siciliane, Sicily & Sardinia, Italy;Fenech;KERIN O’KEEFE;14%;500 ml;Dessert;1_No Submitting Co;3/1/2020
Made with native grapes Fiano and Greco, this opens with aromas of yellow field flower, mature stone fruit and a whiff of Mediterranean brush. The savory palate delivers ripe apricot, Bartlett pear and a mineral note evoking flint before a honeyed almond close. KERIN O’KEEFE;91;Feudi di San Gregorio 2017 Campanaro White (Irpinia);N/A;Campanaro;White Blend;Irpinia, Southern Italy, Italy;Feudi di San Gregorio;KERIN O’KEEFE;13.5%;750 ml;White;Terlato Wines International;3/1/2020
This opens with aromas of walnut and orange liqueur. Reflecting the nose, the palate, doles out candied orange zest, acacia honey and walnut while fresh acidity boosts the rich flavors. KERIN O’KEEFE;91;Hauner 2016 Carlo Hauner Passito (Malvasia delle Lipari);N/A;Carlo Hauner Passito;White Blend;Malvasia delle Lipari, Sicily & Sardinia, Italy;Hauner;KERIN O’KEEFE;13%;375 ml;Dessert;Empson USA Ltd;3/1/2020
Aromas of yellow wild flower, ripe tropical fruit and a yeasty whiff of pasty dough form the nose. The mouthwatering palate doles out ripe apricot, Bartlett pear and citrus while Mediterranean and a smoky mineral note add depth. KERIN O’KEEFE;91;Rossovermiglio 2017 Falanghina del Sannio;$20;;Falanghina, Italian White;Falanghina del Sannio, Southern Italy, Italy;Rossovermiglio;KERIN O’KEEFE;13%;750 ml;White;Terravino;3/1/2020
Aromas of mature pear, hazelnut and acacia honey carry on to the linear, medium-bodied palate along with a hint of lemon zest on this restrained, classy white. A flinty mineral note marks the finish and lends depth. KERIN O’KEEFE;91;Tenuta del Meriggio 2017 Fiano di Avellino;$19;;Fiano, Italian White;Fiano di Avellino, Southern Italy, Italy;Tenuta del Meriggio;KERIN O’KEEFE;13%;750 ml;White;Siena Imports;3/1/2020
Smooth and concentrated, this has subtle aromas suggesting underbrush, leather and steeped prune. Showing the heat of the vintage, the palate is rather evolved, offering the same prune note as the nose along with baking spice and tobacco. It's savory and ready, with polished tannins. Drink through 2026. KERIN O’KEEFE;91;Di Meo 2011 Vigna Olmo Riserva (Taurasi);$60;Vigna Olmo Riserva;Aglianico, Italian Red;Taurasi, Southern Italy, Italy;Di Meo;KERIN O’KEEFE;13.5%;750 ml;Red;Opera Wine Imports;3/1/2020
Made with dried Malvasia grapes, this opens with intense aromas of date, mature apricot and jasmine. The enticing aromas carry over to the savory palate alongside fresh acidity and notes of almond and chestnut honey. KERIN O’KEEFE;91;Planeta 2017 Passito di Noto;N/A;;Moscato, Muscat;Passito di Noto, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;12.5%;750 ml;Dessert;Taub Family Selections;3/1/2020
This opens with aromas of dried apricot, marmalade and jasmine. The fruity aromas carry over to the creamy palate together with dried exotic fruit and bright acidity. Notes of pine nuts and vanilla emerge on the persistent finish. KERIN O’KEEFE;91;Planeta 2018 Passito di Noto;N/A;;Moscato, Muscat;Passito di Noto, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;12%;500 ml;Dessert;Taub Family Selections;3/1/2020
Culinary spice, Mediterranean brush and mature dark-skinned fruit aromas take shape on this full-boded wine. Structured and enveloping, the smooth palate delivers ripe blackberry, baked plum, nutmeg and clove framed in fine-grained tannins. KERIN O’KEEFE;91;Argiolas 2015 Senes Riserva (Carignano del Sulcis);$40;Senes Riserva;Carignano, Carignan;Carignano del Sulcis, Sicily & Sardinia, Italy;Argiolas;KERIN O’KEEFE;14.5%;750 ml;Red;LLS–Winebow;3/1/2020
Balsamic aromas of camphor mingle with new leather, French oak, blue flower and exotic spice. Densely concentrated, the brawny palate offers prune marinated in spirits, licorice, tobacco and a note of dried cherry alongside tightly knit, close-grained tannins and the heat of evident alcohol. This is all about power and spice but fans of fruit richness should drink sooner rather than later. KERIN O’KEEFE;91;Coppo 2015 Riserva della Famiglia (Nizza);$160;Riserva della Famiglia;Barbera;Nizza, Piedmont, Italy;Coppo;KERIN O’KEEFE;15.5%;750 ml;Red;Folio Fine Wine Partners;3/1/2020
Chewy and savory, this smooth young red doles out ripe black-cherry, juicy blackberry, licorice and baking-spice flavors. It's generous and ready to enjoy, with polished tannins. Drink through 2022. KERIN O’KEEFE;91;Feudi di San Gregorio 2017 Rubrato Aglianico (Irpinia);$27;Rubrato;Aglianico, Italian Red;Irpinia, Southern Italy, Italy;Feudi di San Gregorio;KERIN O’KEEFE;14%;750 ml;Red;Terlato Wines International;3/1/2020
A blend of Nero d'Avola and Frappato, this opens with aromas of black-skinned berry, carob and Mediterranean brush. The savory, balanced palate offers black cherry, orange zest, blackberry jam and white pepper alongside polished tannins. KERIN O’KEEFE;91;Planeta 2017 Dorilli (Cerasuolo di Vittoria Classico);N/A;Dorilli;Red Blends, Red Blends;Cerasuolo di Vittoria Classico, Sicily & Sardinia, Italy;Planeta;KERIN O’KEEFE;13%;750 ml;Red;Taub Family Selections;3/1/2020
Aromas of black- and red-skinned berry, blue flower and exotic spice waft out of the glass along with a whiff of graphite. On the linear palate, bright acidity accompanies juicy red cherry, ripe raspberry, green pepper corn and a hint of star anise. Polished tannins offer lithe support. KERIN O’KEEFE;91;Saracco 2016 Per Sba Glio (Barbera d'Alba);$23;Per Sba Glio;Barbera;Barbera d'Alba, Piedmont, Italy;Saracco;KERIN O’KEEFE;14.5%;750 ml;Red;WinesU;3/1/2020
Aromas of mature golden apple and smoky flint carry on to the linear, elegant palate along with Meyer lemon and toasted almond. A honeyed note lingers on the close. KERIN O’KEEFE;91;Tenuta Cavalier Pepe 2016 Brancato (Greco di Tufo);$30;Brancato;Greco, Italian White;Greco di Tufo, Southern Italy, Italy;Tenuta Cavalier Pepe;KERIN O’KEEFE;13%;750 ml;White;Alberello Imports;3/1/2020
Yellow stone fruit, graphite and Mediterranean scrub aromas form the nose. Round and tangy, the fresh, savory palate delivers ripe apricot, lemon drop and saline alongside bright acidity. KERIN O’KEEFE;91;Argiolas 2018 Meri (Vermentino di Sardegna);$22;Meri;Vermentino, Italian White;Vermentino di Sardegna, Sicily & Sardinia, Italy;Argiolas;KERIN O’KEEFE;13%;750 ml;White;LLS–Winebow;3/1/2020
Mature black-skinned fruit, leather, blue flower and exotic spice mingle with balsamic notes on this brawny red. The jammy palate shows baked plum, ripe blackberry, tobacco and oak-driven spice set against enveloping tannins and the warmth of alcohol. KERIN O’KEEFE;91;Coppo 2016 Pomorosso (Nizza);$75;Pomorosso;Barbera;Nizza, Piedmont, Italy;Coppo;KERIN O’KEEFE;15.5%;750 ml;Red;Folio Fine Wine Partners;3/1/2020
