Varietal aromas of honeydew melon, crushed tomato vine and exotic fruit carry over to the savory palate along with grapefruit, white peach and pineapple. Tangy acidity accompanies the rich flavors right through to the lemon-drop finish. KERIN O’KEEFE;91;Andriano 2018 Floreado Sauvignon (Alto Adige);$25;Floreado;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Andriano;KERIN O’KEEFE;13%;750 ml;White;Banville Wine Merchants;8/1/2019
Aromas of tropical fruit, gooseberry and crushed tomato vine mingle with a note of grilled herb. On the savory enveloping palate, tangy acidity lifts creamy white peach, honeydew melon and grapefruit while bitter almond and saline notes grace the finish. KERIN O’KEEFE;91;Colterenzio 2017 Prail Sauvignon (Alto Adige);$20;Prail;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Colterenzio;KERIN O’KEEFE;14%;750 ml;White;Ideal Wine and Spirits;8/1/2019
Enticingly fragrant, this offers scents of acacia, yellow stone fruit, citrus and wild herb. The focused savory palate reflects the nose, offering apricot, tangerine zest and a hint of lemon thyme. It's balanced, with bright acidity. KERIN O’KEEFE;91;Selva Capuzza 2018 Campo del Soglio Friulano (San Martino della Battaglia);$30;Campo del Soglio;Friulano, Italian White;San Martino della Battaglia, Veneto, Italy;Selva Capuzza;KERIN O’KEEFE;13%;750 ml;White;Ambrosia Wine Group;8/1/2019
Enticing scents of spring blossom, white orchard fruit and bread dough float above the glass, along with a whiff of botanical herb. The linear palate has an understated elegance, delivering flavors of white peach, green melon and citrus alongside refreshing acidity. It closes on a white almond note. KERIN O’KEEFE;91;Le Morette 2018 Vigneto Mandolara (Lugana);$20;Vigneto Mandolara;Turbiana, Italian White;Lugana, Lombardy, Italy;Le Morette;KERIN O’KEEFE;12.5%;750 ml;White;Uva Imports;8/1/2019
Tropical fruit, white spring flower and a hint of crushed tomato-vine lead the nose. The juicy palate doles out honeydew melon, grapefruit and papaya alongside crisp acidity. A saline note caps off the finish. KERIN O’KEEFE;91;Ottella 2018 Lugana;$19;;Turbiana, Italian White;Lugana, Lombardy, Italy;Ottella;KERIN O’KEEFE;12.5%;750 ml;White;Lyra Wine;8/1/2019
Savory and fresh, this fragrant white offers alluring scents of citrus, spring blossom, yellow stone fruit and wild herb. It's tangy and delicious, doling out ripe apricot, tangerine zest and a ginger note before an almond finish. KERIN O’KEEFE;90;Albino Piona 2018 Custoza;$35;;White Blend;Custoza, Veneto, Italy;Albino Piona;KERIN O’KEEFE;12.5%;750 ml;White;VOS Selections;8/1/2019
Aromas of yellow stone fruit and spring blossom take center stage while the savory, juicy palate delivers yellow peach, creamy apple a hint of nutmeg. It has a succulent tangy finish. KERIN O’KEEFE;90;Abbazia di Novacella 2018 Müller-Thurgau (Alto Adige);$20;;Müller-Thurgau, Other White;Alto Adige, Northeastern Italy, Italy;Abbazia di Novacella;KERIN O’KEEFE;12.5%;750 ml;White;Abbazia di Novacella USA;8/1/2019
Honeysuckle and honeydew melon aromas shape the nose while the light-bodied palate offers yellow pear, citrus and almond. It closes on an intriguing smoky note. KERIN O’KEEFE;90;Perla del Garda 2018 Ora (Lugana);$18;Ora;Turbiana, Italian White;Lugana, Lombardy, Italy;Perla del Garda;KERIN O’KEEFE;12.5%;750 ml;White;RWK Imports;8/1/2019
Toasted hazelnut, yellow spring flower and yellow stone-fruit aromas slowly appear in the glass. The medium-bodied palate offers structure and grace, showing dried apricot, citrus zest and white almond alongside fresh acidity. KERIN O’KEEFE;90;Selva Capuzza 2017 Campo del Soglio Friulano (San Martino della Battaglia);$30;Campo del Soglio;Friulano, Italian White;San Martino della Battaglia, Veneto, Italy;Selva Capuzza;KERIN O’KEEFE;13.5%;750 ml;White;Ambrosia Wine Group;8/1/2019
Aromas of cedar, toasted hazelnut, tropical fruit and hay slowly take shape in the glass along with hints of tomato vine and grilled herb. The rounded enveloping palate offers grapefruit, mature apple, fennel and saline while tangy acidity refresh the rich flavors. It's complex and intriguing but also mature so drink sooner rather than later to capture the remaining fruit and freshness. KERIN O’KEEFE;90;Tiefenbrunner 2015 Rachtl Riserva Sauvignon (Alto Adige);$90;Rachtl Riserva;Sauvignon, Sauvignon Blanc;Alto Adige, Northeastern Italy, Italy;Tiefenbrunner;KERIN O’KEEFE;14%;750 ml;White;LLS–Winebow;8/1/2019
