This opens with aromas of dark-skinned fruit, wood smoke and underbrush. The taut palate offers clove, prune and dried sage alongside dusty tannins. Drink after 2023. KERIN O’KEEFE;89;Icardi 2015 Parej (Barolo);$70;Parej;Nebbiolo;Barolo, Piedmont, Italy;Icardi;KERIN O’KEEFE;14.5%;750 ml;Red;Vinifera Imports;9/1/2020
This opens with aromas evoking underbrush, tobacco and dark-skinned fruit. The solid palate shows black cherry, clove and white pepper alongside close-grained tannins. Drink after 2023. KERIN O’KEEFE;89;Rizieri 2016 Barolo;$49;;Nebbiolo;Barolo, Piedmont, Italy;Rizieri;KERIN O’KEEFE;14.5%;750 ml;Red;Bacchus Importers;9/1/2020
This opens with aromas of black-skinned fruit, tobacco and cooking spice. The solid palate offers baked plum, espresso and clove alongside assertive tannins that grip the close. Drink after 2023. KERIN O’KEEFE;89;Silvio Grasso 2016 Barolo;$40;;Nebbiolo;Barolo, Piedmont, Italy;Silvio Grasso;KERIN O’KEEFE;14.5%;750 ml;Red;de Grazia Imports, LLC;9/1/2020
Rose petal, cooking spice and a hint of truffle lead the nose. The medium-bodied palate offers red cherry, white pepper and star anise alongside solid tannins. Drink 2023–2028. KERIN O’KEEFE;89;Terre del Barolo 2015 Barolo;$45;;Nebbiolo;Barolo, Piedmont, Italy;Terre del Barolo;KERIN O’KEEFE;14%;750 ml;Red;Omniwines Distribution;9/1/2020
Aromas of black-skinned fruit, tilled soil and leather lead the way. The firm palate offers sour cherry, clove and sage alongside dusty tannins. Drink 2023–2030. KERIN O’KEEFE;89;Villadoria 2016 del Comune di Serralunga d'Alba (Barolo);$45;del Comune di Serralunga d'Alba;Nebbiolo;Barolo, Piedmont, Italy;Villadoria;KERIN O’KEEFE;14%;750 ml;Red;WinesU;9/1/2020
Aromas evoking dark-skinned berry, cedar and mocha emerge from the glass. The concentrated palate offers black plum, star anise and clove alongside firm tannins. Drink 2023–2028. KERIN O’KEEFE;89;Negretti 2016 Barolo;$60;;Nebbiolo;Barolo, Piedmont, Italy;Negretti;KERIN O’KEEFE;14.5%;750 ml;Red;Domace Vino;9/1/2020
Aromas of red-skinned berry, leather and underbrush form the nose. The savory, solid palate offers raspberry jam, clove and tobacco alongside firm tannins. Drink after 2023. KERIN O’KEEFE;89;Collina San Ponzio 2016 Barolo;$44;;Nebbiolo;Barolo, Piedmont, Italy;Collina San Ponzio;KERIN O’KEEFE;14.5%;750 ml;Red;Well Crafted Wine & Beverage;9/1/2020
Subdued aromas of vanilla, mocha and cedar slowly emerge from the glass. The solid palate offers black plum, clove and toasted hazelnut alongside close-grained tannins. Drink 2023–2030. KERIN O’KEEFE;89;Arnaldo Rivera 2016 Monvigliero (Barolo);$55;Monvigliero;Nebbiolo;Barolo, Piedmont, Italy;Arnaldo Rivera;KERIN O’KEEFE;14.5%;750 ml;Red;Monsieur Touton Selection Ltd;9/1/2020
Subdued aromas of toasted oak, espresso and coconut slowly take shape in the glass. The tightly-wound palate evokes prune, roasted coffee bean and clove alongside close-grained tannins. Drink after 2023. KERIN O’KEEFE;89;Boroli 2016 Cerequio (Barolo);$105;Cerequio;Nebbiolo;Barolo, Piedmont, Italy;Boroli;KERIN O’KEEFE;14%;750 ml;Red;Winebow;9/1/2020
This opens with aromas of vanilla, dark-skinned fruit and cedar. The dense brawny palate offers cherry marinated in spirits, star anise and espresso alongside closed-grained tannins. Drink 2022–2028. KERIN O’KEEFE;89;Gagliasso 2013 Riserva (Barolo);$125;Riserva;Nebbiolo;Barolo, Piedmont, Italy;Gagliasso;KERIN O’KEEFE;15%;750 ml;Red;Kysela Père et Fils;9/1/2020
