White spring flower, white stone fruit and wild herb aromas lead the way. The vibrant, savory palate offers honeydew and lemon drop alongside bright acidity. It closes on a chamomile note. KERIN O’KEEFE;89;Il Poggio 2018 Nuvole sul Poggio (Gavi);$16;Nuvole sul Poggio;Cortese, Italian White;Gavi, Piedmont, Italy;Il Poggio;KERIN O’KEEFE;12.5%;750 ml;White;Tavolo Vigneto;10/1/2019
Bread crust, white stone fruit and yellow spring flower aromas lead the nose. On the palate, you'll find mature golden apple, lemon drop and a hint of nut alongside a soft perlage. Fresh acidity lifts the finish. KERIN O’KEEFE;89;La Mesma 2011 Metodo Classico (Gavi);$38;Metodo Classico;Cortese, Italian White;Gavi, Piedmont, Italy;La Mesma;KERIN O’KEEFE;13%;750 ml;Sparkling;Tanaro River Imports LLC;10/1/2019
Boisterous aromas of ripe cherry, strawberry balsamic and spice carry to the medium-bodied palate. There's a vibrant edge to the feel, with a lingering slick of minerals on the finish. ALEXANDER PEARTREE;89;Nicodemi 2018 Le Murate (Cerasuolo d'Abruzzo);$15;Le Murate;Rosé;Cerasuolo d'Abruzzo, Central Italy, Italy;Nicodemi;ALEXANDER PEARTREE;13%;750 ml;Rose;Regal Wine Imports Inc;10/1/2019
This opens with aromas of underbrush, cooking spices and violet. The straightforward palate offers dried black cherry, star anise and white pepper alongside firm tannins. Drink after 2020. KERIN O’KEEFE;89;Deltetto 2015 Parussi (Barolo);$75;Parussi;Nebbiolo;Barolo, Piedmont, Italy;Deltetto;KERIN O’KEEFE;14.5%;750 ml;Red;Tradizione Imports;10/1/2019
Aromas of brandied cherries, menthol and tobacco show nice depth on the nose. There's a solid density of these tones on the medium-bodied palate, with firm yet fine tannins and pervasive acidity lending ample structure to the whole. ALEXANDER PEARTREE;89;Feudo Antico 2014 Red (Tullum);$25;;Red Blends, Red Blends;Tullum, Central Italy, Italy;Feudo Antico;ALEXANDER PEARTREE;13.5%;750 ml;Red;Omniwines Distribution;10/1/2019
Aromas of menthol, used leather, stewed plum, French oak and vanilla take shape in the glass. The palate reflects the nose, showing black cherry extract, vanilla, truffle and licorice alongside the warmth of evident alcohol. Assertive, grainy tannins leave an astringent finish. Best after 2024. KERIN O’KEEFE;89;Guido Rivella 2016 Montestefano (Barbaresco);$70;Montestefano;Nebbiolo;Barbaresco, Piedmont, Italy;Guido Rivella;KERIN O’KEEFE;14.5%;750 ml;Red;K&L Wine Merchants;10/1/2019
Aromas of ripe forest berries and black cherry meld with tobacco and peppery spice on the nose. The palate is tightly wound yet shows good concentration of fruit, supported by fine, sandy tannins and tangy acidity. ALEXANDER PEARTREE;89;Illuminati 2016 Ilico Riserva (Montepulciano d'Abruzzo);$24;Ilico Riserva;Montepulciano, Italian Red;Montepulciano d'Abruzzo, Central Italy, Italy;Illuminati;ALEXANDER PEARTREE;13.5%;750 ml;Red;Montcalm Wine Importers;10/1/2019
This opens with subdued aromas suggesting cedar, vanilla and rose petal. The firm palate evokes mature black plum, star anise and a hint of toasted hazelnut alongside close-grained tannins. Drink after 2021. KERIN O’KEEFE;89;Paolo Manzone 2015 Meriame (Barolo);$80;Meriame;Nebbiolo;Barolo, Piedmont, Italy;Paolo Manzone;KERIN O’KEEFE;14.5%;750 ml;Red;Misa Imports;10/1/2019
Camphor, crushed herb, espresso and pipe tobacco aromas slowly take shape on this wine. Linear and austere, the racy palate offers cranberry, sage and a hint of roasted coffee bean alongside bracing tannins that leave an astringent finish. KERIN O’KEEFE;89;Piazzo 2013 Nervo Vigna Gaia Riserva (Barbaresco);$65;Nervo Vigna Gaia Riserva;Nebbiolo;Barbaresco, Piedmont, Italy;Piazzo;KERIN O’KEEFE;14%;750 ml;Red;Angelini Wine;10/1/2019
This opens with aromas of forest floor, toast, camphor and ground pepper. On the palate, grainy tannins accompany prune, clove and licorice before an astringent finish. KERIN O’KEEFE;89;Piazzo 2015 Fratin (Barbaresco);$40;Fratin;Nebbiolo;Barbaresco, Piedmont, Italy;Piazzo;KERIN O’KEEFE;14.5%;750 ml;Red;Angelini Wine;10/1/2019
Aromas of red berry, leather and underbrush lead the nose. The solid palate offers dried black cherry, clove and tobacco alongside austere tannins and bright acidity. Drink after 2022. KERIN O’KEEFE;89;Tenuta Rocca 2015 Barolo;$65;;Nebbiolo;Barolo, Piedmont, Italy;Tenuta Rocca;KERIN O’KEEFE;15%;750 ml;Red;Votto Vines Importing;10/1/2019
Aromas of star anise, coconut, tobacco and toasted hazelnut form the nose along with a whiff of blue flower. On the brawny palate, you'll find dried cherry, licorice and roasted coffee bean alongside the heat of evident alcohol before a drying, tannic close. Give the tannins another few years to unwind, then drink sooner rather than later to capture the remaining fruit and freshness. KERIN O’KEEFE;89;Grasso Fratelli 2015 Vallegrande (Barbaresco);$60;Vallegrande;Nebbiolo;Barbaresco, Piedmont, Italy;Grasso Fratelli;KERIN O’KEEFE;15%;750 ml;Red;Uva Imports;10/1/2019
Aromas of truffle, dark berry and an unusual whiff of hay lead the nose. The linear palate offers sour cherry, clove and toasted hazelnut alongside tightly wound tannins. Drink after 2022. KERIN O’KEEFE;89;Costa di Bussia 2015 Bussia (Barolo);$50;Bussia;Nebbiolo;Barolo, Piedmont, Italy;Costa di Bussia;KERIN O’KEEFE;14.5%;750 ml;Red;Siena Imports;10/1/2019
A focused nose of flint and lemon peel starts off this fresh, mineral-driven wine. Ripe pineapple and melon arise on the medium-bodied palate and are held in check by a vibrant line of acidity. ALEXANDER PEARTREE;89;Feudo Antico 2017 Biologico Pecorino (Tullum);$25;Biologico;Pecorino, Italian White;Tullum, Central Italy, Italy;Feudo Antico;ALEXANDER PEARTREE;13.5%;750 ml;White;Omniwines Distribution;10/1/2019
Vanilla, toasted oak and ripe red fruit aromas come together on this. The full-bodied palate offers sour cherry, star anise and espresso alongside close-grained tannins. KERIN O’KEEFE;89;Mauro Sebaste 2015 Cerretta (Barolo);$47;Cerretta;Nebbiolo;Barolo, Piedmont, Italy;Mauro Sebaste;KERIN O’KEEFE;14.5%;750 ml;Red;Total Wine & More;10/1/2019
Aromas of vanilla, cedar and a hint of dark-skinned fruit lead the nose. The mature palate offers black plum, tobacco and mocha alongside firm tannins. Drink through 2025. KERIN O’KEEFE;89;Paolo Manzone 2013 Riserva (Barolo);$90;Riserva;Nebbiolo;Barolo, Piedmont, Italy;Paolo Manzone;KERIN O’KEEFE;14.5%;750 ml;Red;Misa Imports;10/1/2019
Moist soil, porcini mushroom, leather and wild berry aromas shape the nose. The lean, linear palate is youthfully austere, offering cranberry, sour cherry, wild herbs, coffee bean and star anise set against close-grained tannins and racy acidity. KERIN O’KEEFE;89;Piazzo 2016 Fratin (Barbaresco);$40;Fratin;Nebbiolo;Barbaresco, Piedmont, Italy;Piazzo;KERIN O’KEEFE;N/A;750 ml;Red;Angelini Wine;10/1/2019
Aromas of cedar, rose petal and scorched earth emerge from the glass. The tight palate offers Marasca cherry, orange zest and vanilla alongside grainy tannins. Drink after 2021. KERIN O’KEEFE;89;Piero Benevelli 2015 Le Coste di Monforte (Barolo);$65;Le Coste di Monforte;Nebbiolo;Barolo, Piedmont, Italy;Piero Benevelli;KERIN O’KEEFE;14.5%;750 ml;Red;Kermit Lynch Wine Merchant;10/1/2019
Earthy aromas of tilled soil, tobacco and dark berry lead the nose. The full-bodied palate delivers black plum, clove and a hint of orange zest alongside close-grained tannins. Drink after 2022. KERIN O’KEEFE;89;Rizieri 2015 Barolo;$47;;Nebbiolo;Barolo, Piedmont, Italy;Rizieri;KERIN O’KEEFE;14.5%;750 ml;Red;Bacchus Importers;10/1/2019
Aromas of black-skinned berry, tilled soil and tobacco emerge from the glass. The solid palate offers black plum, clove and white pepper alongside chewy tannins. Drink after 2020. KERIN O’KEEFE;89;Salvano 2012 Riserva (Barbaresco);$45;Riserva;Nebbiolo;Barbaresco, Piedmont, Italy;Salvano;KERIN O’KEEFE;14%;750 ml;Red;Siema LLC;10/1/2019
