Underbrush, rose, wild berry, aromatic herb and eucalyptus aromas mingle together in the glass. The firmly structured palate offers dried cherry, pomegranate, licorice, dried sage and tobacco alongside tightly wound, close-grained tannins. Drink 2023–2030. KERIN O’KEEFE;90;Livia Fontana 2015 Fontanin (Barolo);$70;Fontanin;Nebbiolo;Barolo, Piedmont, Italy;Livia Fontana;KERIN O’KEEFE;14.5%;750 ml;Red;Selected Estates of Europe Ltd;12/1/2019
Aromas of dark-skinned berries, underbrush and leather lead the nose. The juicy palate offers mature black cherry, licorice and black pepper alongside polished tannins. Drink through 2025. KERIN O’KEEFE;90;Paola Lanzavecchia 2012 Calice Riserva (Barolo);$100;Calice Riserva;Nebbiolo;Barolo, Piedmont, Italy;Paola Lanzavecchia;KERIN O’KEEFE;14%;750 ml;Red;Saranty Imports;12/1/2019
This opens with aromas of black-skinned berries, leather and forest floor. The medium-bodied palate delivers ripe black cherry, star anise and tobacco alongside dusty tannins. Drink 2021–2028. KERIN O’KEEFE;90;Podere Ruggeri Corsini 2015 Bussia Corsini (Barolo);$48;Bussia Corsini;Nebbiolo;Barolo, Piedmont, Italy;Podere Ruggeri Corsini;KERIN O’KEEFE;14%;750 ml;Red;Casa Bruno;12/1/2019
Ripe dark-skinned berries, blue flowers, baking spice and a whiff of eucalyptus form the nose. The tightly knit palate offers pomegranate, blood orange, licorice and espresso alongside dusty, fine-grained tannins that leave a somewhat astringent finish. KERIN O’KEEFE;90;Ca' Viola 2015 Caviòt (Barolo);$44;Caviòt;Nebbiolo;Barolo, Piedmont, Italy;Ca' Viola;KERIN O’KEEFE;14.5%;750 ml;Red;Banville Wine Merchants;12/1/2019
Aromas of woodland berries, eucalyptus and underbrush lead the nose. The structured, balanced palate offers red cherry, licorice and cinnamon alongside polished tannins. Drink 2021–2028. KERIN O’KEEFE;90;Cascina Chicco 2015 Rocche di Castelletto (Barolo);$78;Rocche di Castelletto;Nebbiolo;Barolo, Piedmont, Italy;Cascina Chicco;KERIN O’KEEFE;14.5%;750 ml;Red;Vinifera Imports;12/1/2019
Aromas of red berries, leather and underbrush shape the nose. The juicy palate offers red cherry, star anise and white pepper alongside fine-grained tannins and bright acidity. Drink 2021–2029. KERIN O’KEEFE;90;Gagliasso 2015 Tre Utin (Barolo);$55;Tre Utin;Nebbiolo;Barolo, Piedmont, Italy;Gagliasso;KERIN O’KEEFE;14.5%;750 ml;Red;Kysela Père et Fils;12/1/2019
Aromas of underbrush, pressed rose and camphor with a whiff of coffee bean form the nose. The full-bodied palate offers cranberry, sour cherry, licorice and espresso framed in taut, fine-grained tannins. Drink 2023–2030. KERIN O’KEEFE;90;Livia Fontana 2015 Villero (Barolo);$85;Villero;Nebbiolo;Barolo, Piedmont, Italy;Livia Fontana;KERIN O’KEEFE;14.5%;750 ml;Red;Selected Estates of Europe Ltd;12/1/2019
Aromas of hay, chamomile, spring blossom and yellow pear slowly take shape on this tangy white. Made with organically grown grapes, it has a savory palate, offering ripe apple, white peach, citrus and white almond alongside refreshing acidity. KERIN O’KEEFE;90;Castellari Bergaglio 2018 Fornaci (Gavi);$22;Fornaci;Cortese, Italian White;Gavi, Piedmont, Italy;Castellari Bergaglio;KERIN O’KEEFE;12%;750 ml;White;Panebianco;12/1/2019
Aromas of red berries, forest floor and tobacco lift out of the glass. The juicy palate delivers red cherry, clove and nutmeg alongside polished tannins. Enjoy through 2026. KERIN O’KEEFE;90;Ca' Brusà 2013 Menico (Barolo);$45;Menico;Nebbiolo;Barolo, Piedmont, Italy;Ca' Brusà;KERIN O’KEEFE;13.5%;750 ml;Red;Vision Wine Brands;12/1/2019
Aromas of white stone fruit and honeysuckle lead the way in this savory white. It's crisp and tangy, with a saline note accenting flavors of green apple and honeydew before closing on an almond note. KERIN O’KEEFE;90;Bricco dei Guazzi 2018 del Comune di Gavi (Gavi);$15;del Comune di Gavi;Cortese, Italian White;Gavi, Piedmont, Italy;Bricco dei Guazzi;KERIN O’KEEFE;12.5%;750 ml;White;Montcalm Wine Importers;12/1/2019
Aromas of baking spice, violet and pine resin emerge from the glass. The medium-bodied palate offers black plum, clove and white pepper alongside chewy tannins. Drink 2021–2027. KERIN O’KEEFE;89;Cantina del Nebbiolo 2015 Barolo;$42;;Nebbiolo;Barolo, Piedmont, Italy;Cantina del Nebbiolo;KERIN O’KEEFE;14%;750 ml;Red;Monsieur Touton Selection Ltd;12/1/2019
This opens with aromas of espresso, vanilla and dark-skinned berries. The tight palate offers mature plum, roasted coffee bean and star anise alongside close-grained tannins. Drink after 2023. KERIN O’KEEFE;89;Dosio 2014 Fossati (Barolo);$37;Fossati;Nebbiolo;Barolo, Piedmont, Italy;Dosio;KERIN O’KEEFE;14%;750 ml;Red;Atlas Imports;12/1/2019
Aromas of exotic fruit, apricot and pineapple carry on to the linear palate along with Meyer lemon and a hint of saline. It's refreshing, with tangy acidity. KERIN O’KEEFE;89;Fenech 2018 Maddalena Malvasia (Salina);N/A;Maddalena;Malvasia, Italian White;Salina, Sicily & Sardinia, Italy;Fenech;KERIN O’KEEFE;12.5%;750 ml;White;1_No Submitting Co;12/1/2019
This opens with aromas of red berries, underbrush and baking spice. The linear, straightforward palate offers red cherry, clove and tangerine zest alongside firm tannins. Drink after 2021. KERIN O’KEEFE;89;Natale Verga 2015 Barolo;N/A;;Nebbiolo;Barolo, Piedmont, Italy;Natale Verga;KERIN O’KEEFE;14%;750 ml;Red;Jandell Selections;12/1/2019
Earthy aromas of underbrush, leather, eucalyptus and tobacco escape the glass. Tightly wound, the firm palate offers sour cherry, tart cranberry, star anise and roasted coffee bean before a sage finish. It's youthfully austere, with assertive tannins. KERIN O’KEEFE;89;Pecchenino 2015 Bussia (Barolo);$80;Bussia;Nebbiolo;Barolo, Piedmont, Italy;Pecchenino;KERIN O’KEEFE;14.5%;750 ml;Red;Vias Imports;12/1/2019
Mocha, dark berry and cooking spice aromas lead the nose. The solid palate delivers sour cherry, espresso and star anise alongside taut tannins. Drink after 2022. KERIN O’KEEFE;89;Rocca Giovanni 2015 Ravera di Monforte (Barolo);$40;Ravera di Monforte;Nebbiolo;Barolo, Piedmont, Italy;Rocca Giovanni;KERIN O’KEEFE;14.5%;750 ml;Red;Monsieur Touton Selection Ltd;12/1/2019
