Aromas of wild berry, pipe tobacco, mint and eucalyptus shape the nose along with whiffs of French oak. On the linear, elegantly structured palate, tightly knit, fine-grained tannins wrap around ripe black cherry, red currant, star anise and toast. Drink 2022–2030. KERIN O’KEEFE;93;Marchesi Antinori 2015 Villa Antinori Riserva (Chianti Classico);$35;Villa Antinori Riserva;Red Blends, Red Blends;Chianti Classico, Tuscany, Italy;Marchesi Antinori;KERIN O’KEEFE;14%;750 ml;Red;Ste. Michelle Wine Estates;4/1/2020
This fragrant red offers enticing scents of forest berry, iris, violet and a balsamic whiff of eucalyptus. Linear and elegant, the taut palate features raspberry, pomegranate, star anise and a white-pepper note alongside fine-grained tannins. It's vibrant and balanced, with an orange zest finish. Drink 2021–2028. KERIN O’KEEFE;92;Gracciano della Seta 2016 Vino Nobile di Montepulciano;$30;;Red Blends, Red Blends;Vino Nobile di Montepulciano, Tuscany, Italy;Gracciano della Seta;KERIN O’KEEFE;14%;750 ml;Red;Ideal Wine and Spirits;4/1/2020
Floral aromas of violet and rose mingle with underbrush and ripe black-skinned fruit on the 100% Sangiovese. Polished and linear, the savory palate delivers juicy black cherry, raspberry, licorice and tobacco while smooth tannins offer elegant support. Fresh acidity keeps it balanced and bright. Drink through 2026. KERIN O’KEEFE;92;Le Bèrne 2016 Vino Nobile di Montepulciano;$20;;Sangiovese;Vino Nobile di Montepulciano, Tuscany, Italy;Le Bèrne;KERIN O’KEEFE;14%;750 ml;Red;Siena Imports;4/1/2020
Aromas of truffle, underbrush, baked plum and a whiff of cocoa form the nose. Reflecting the nose, the taut, medium-bodied palate shows ripe black cherry, prune, dark chocolate and a hint of wild herb before a tight licorice close. Fine-grained tannins lend polished support. Best 2021–2027. KERIN O’KEEFE;92;Il Molinaccio di Montepulciano 2015 La Poiana Riserva (Vino Nobile di Montepulciano);$50;La Poiana Riserva;Red Blends, Red Blends;Vino Nobile di Montepulciano, Tuscany, Italy;Il Molinaccio di Montepulciano;KERIN O’KEEFE;13.5%;750 ml;Red;Gravel Road Wines;4/1/2020
This smooth 100% Sangiovese, made with organically farmed grapes, features intense aromas of mature dark-skinned berry, sunbaked earth and new leather. The fragrant, savory palate doles out ripe red cherry, crushed raspberry, star anise and tangerine zest alongside velvety tannins. Drink 2021–2027. KERIN O’KEEFE;92;Istine 2017 Vigna Cavarchione (Chianti Classico);$40;Vigna Cavarchione;Sangiovese;Chianti Classico, Tuscany, Italy;Istine;KERIN O’KEEFE;13.5%;750 ml;Red;Oliver McCrum Wines;4/1/2020
Alluring aromas of cranberry, pomegranate and oak-driven spice shape the nose. The aromas follow through to the elegant, savory palate along with vanilla, star anise and a hint of coconut while bright acidity and supple tannins provide support and finesse. Drink 2021–2028. KERIN O’KEEFE;92;Marchesi Antinori 2016 Marchese Antinori Tenuta Tignanello Riserva (Chianti Classico);$45;Marchese Antinori Tenuta Tignanello Riserva;Red Blends, Red Blends;Chianti Classico, Tuscany, Italy;Marchesi Antinori;KERIN O’KEEFE;14%;750 ml;Red;Ste. Michelle Wine Estates;4/1/2020
Made with 85% Sangiovese, 10% Merlot and 5% Colorino, this opens with alluring aromas that evoke iris, dark-skinned berry, sunbaked earth and leather. The structured palate delivers dried black cherry, cranberry jam, licorice and tobacco alongside fine-grained tannins and fresh acidity. Enjoy 2021–2029. KERIN O’KEEFE;92;Ruffino 2015 Riserva Ducale Oro Gran Selezione (Chianti Classico);$40;Riserva Ducale Oro Gran Selezione;Red Blends, Red Blends;Chianti Classico, Tuscany, Italy;Ruffino;KERIN O’KEEFE;14.5%;750 ml;Red;Constellation Brands, Inc;4/1/2020
Aromas of exotic spice and black plum mingle with notes of wild herb and a whiff of oak. On the tight elegant palate, firm close-grained tannins support red cherry, pomegranate, chopped mint and star anise while bright acidity lends balance. It's still youthfully austere so give it time to fully develop. Drink 2024–2036. KERIN O’KEEFE;92;Felsina 2016 Berardenga Riserva (Chianti Classico);$35;Berardenga Riserva;Sangiovese;Chianti Classico, Tuscany, Italy;Felsina;KERIN O’KEEFE;13.5%;750 ml;Red;Polaner Selections;4/1/2020
Made with organically grown grapes and without added sulfites, this opens with aromas of wild berry, violet, tobacco and botanical herb. The elegant, austere palate offers black cherry, pomegranate and star anise alongside taut, refined tannins. Drink through 2023. KERIN O’KEEFE;92;Monteraponi 2017 Chianti Classico;$35;;Red Blends, Red Blends;Chianti Classico, Tuscany, Italy;Monteraponi;KERIN O’KEEFE;13.5%;750 ml;Red;Grand Cru Selections;4/1/2020
Aromas of rose, new leather, red berry and wild herb shape the nose. The linear, racy palate shows finesse and energy, delivering red cherry, pomegranate, licorice, French oak and roasted coffee bean set against vibrant acidity and tightly wound, fine-grained tannins. It's still youthfully austere and needs time to unwind and fully develop. Drink 2024–2036. KERIN O’KEEFE;92;Boscarelli 2016 Costa Grande (Vino Nobile di Montepulciano);$95;Costa Grande;Sangiovese;Vino Nobile di Montepulciano, Tuscany, Italy;Boscarelli;KERIN O’KEEFE;14.5%;750 ml;Red;Empson USA Ltd;4/1/2020
