Aromas of field flower and hazelnut form the subtle nose. On the refreshing, light-bodied palate, racy acidity accompanies suggestions of pear and almond. It's simple but well made. KERIN O’KEEFE;86;Nardello 2018 Meridies (Soave Classico);$11;Meridies;Garganega, Italian White;Soave Classico, Veneto, Italy;Nardello;KERIN O’KEEFE;12.5%;750 ml;White;Omniwines Distribution;8/1/2020
The shy nose doesn't give much away while the crisp palate suggests mature yellow apple, beeswax and a hint of honey. It's light bodied, with brisk acidity and a bitter almond close. KERIN O’KEEFE;86;Acinum 2018 Soave Classico;$13;;White Blend;Soave Classico, Veneto, Italy;Acinum;KERIN O’KEEFE;12.5%;750 ml;White;Vias Imports;8/1/2020
Aromas of banana follow over to the simple palate along with green melon and a candied lemon-drop note. It's informal and refreshing, with bright acidity. KERIN O’KEEFE;86;Corte Adami 2019 Soave;N/A;;White Blend;Soave, Veneto, Italy;Corte Adami;KERIN O’KEEFE;12.5%;750 ml;White;Dionysos Imports Inc;8/1/2020
Honeysuckle and banana aromas lead the nose. The banana note carries over to the palate along with hints of pineapple and tangy acidity. KERIN O’KEEFE;86;Albino Armani 2019 Corvara Pinot Grigio (Valdadige);$15;Corvara;Pinot Grigio;Valdadige, Veneto, Italy;Albino Armani;KERIN O’KEEFE;13%;750 ml;White;Saranty Imports;8/1/2020
This informal white has subtle aromas suggesting spring wild flower and apple. On the racy, light-bodied palate, crisp acidity carries white peach and a candied note. It's simple but well made. KERIN O’KEEFE;86;Vicentini Agostino 2018 Terrelunghe (Soave);$18;Terrelunghe;White Blend;Soave, Veneto, Italy;Vicentini Agostino;KERIN O’KEEFE;12.5%;750 ml;White;Enotria Wine Import;8/1/2020
This simple white has subdued aromas green melon. On the simple palate, crisp acidity accompanies suggestions of apple and almond. KERIN O’KEEFE;85;Antica Corte 2019 Soave Classico;$18;;White Blend;Soave Classico, Veneto, Italy;Antica Corte;KERIN O’KEEFE;12%;750 ml;White;Saranty Imports;8/1/2020
Subtle aromas of hawthorn and exotic fruit form the delicate nose while the extremely simple, light-bodied palate suggests peach and pineapple. Crisp acidity keeps it fresh. KERIN O’KEEFE;85;I Casali 2019 Soave;$13;;Garganega, Italian White;Soave, Veneto, Italy;I Casali;KERIN O’KEEFE;12.5%;750 ml;White;Tradizione Imports;8/1/2020
Crisp and informal, this simple white has delicate aromas and flavors suggesting citrus and apple. It closes on a bitter note of almond. KERIN O’KEEFE;85;Santi 2018 Soave Classico;$13;;White Blend;Soave Classico, Veneto, Italy;Santi;KERIN O’KEEFE;13%;750 ml;White;Frederick Wildman & Sons, Ltd;8/1/2020
Simple and light bodied, this informal rosato has a shy nose while the palate suggests hints of red berry and citrus. It's crisp, with almost brisk acidity. KERIN O’KEEFE;85;Benazzoli 2019 Tecla (Bardolino Chiaretto);$19;Tecla;Red Blends, Red Blends;Bardolino Chiaretto, Veneto, Italy;Benazzoli;KERIN O’KEEFE;12.5%;750 ml;Rose;Domenico Valentino;8/1/2020
Aromas of banana carry over to the simple palate, along with hints of grapefruit. Tangy acidity lifts the fruity flavors before closing on a bitter almond note. KERIN O’KEEFE;85;Borgo La Caccia 2019 Lugana;$18;;Turbiana, Italian White;Lugana, Lombardy, Italy;Borgo La Caccia;KERIN O’KEEFE;13%;750 ml;White;Noble Harvest, LLC;8/1/2020
