Extremely simple and rather muddled, this has flavors suggesting ripe honeydew melon and candied lemon drop before a bitter finish. It's vigorous and initially fizzy but the fizz eventually burns off. KERIN O’KEEFE;84;Sgreva 2018 Sirmio (Lugana);$15;Sirmio;Turbiana, Italian White;Lugana, Lombardy, Italy;Sgreva;KERIN O’KEEFE;13%;750 ml;White;Love to Italy;8/1/2019
The nose is quite shy but eventually reveals whiffs of adhesive bandage, medicinal herb and mature orange rind. The sharp diluted palate evokes bitter almond and an astringent hint of powdered sage. KERIN O’KEEFE;83;Onepiò 2017 Lugana;N/A;;Turbiana, Italian White;Lugana, Lombardy, Italy;Onepiò;KERIN O’KEEFE;13%;750 ml;White;1_No Submitting Co;8/1/2019
Made entirely with Pinot Nero, this elegant sparkler is both dazzling and savory. It opens with aromas of pomegranate, botanical herbs and bread crust that follow over to the dry, savory palate along with grapefruit and ginger notes. Bright acidity lends tension and freshness while a silky perlage imparts finesse. KERIN O’KEEFE;95;Berlucchi 2012 '61 Nature Rosé (Franciacorta);$68;'61 Nature Rosé;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Berlucchi;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Volio Vino;7/1/2019
Earthy aromas of wild berry, new leather, truffle and exotic spice emerge from the glass. The concentrated, vibrant palate delivers dried black cherry, licorice, tobacco and black pepper alongside fine-grained tannins. Drink 2022–2029. KERIN O’KEEFE;94;Valdicava 2013 Madonna del Piano Riserva (Brunello di Montalcino);$300;Madonna del Piano Riserva;Sangiovese;Brunello di Montalcino, Tuscany, Italy;Valdicava;KERIN O’KEEFE;14%;750 ml;Red;Vinifera Imports;7/1/2019
Bread crust, chamomile and mature yellow stone fruit aromas mingle with whiffs of grilled herbs. The creamy, complex palate delivers ripe apricot, yellow apple and lemon zest alongside fennel seed and a hint of acacia honey. Fresh acidity brightens the rich flavors while an elegant perlage lends finesse. A hazelnut note lingers on the close. KERIN O’KEEFE;93;Bellavista 2011 Vittorio Moretti Extra Brut (Franciacorta);$120;Vittorio Moretti Extra Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Bellavista;KERIN O’KEEFE;12.5%;750 ml;Sparkling;USA Wine West;7/1/2019
Made with organically grown Chardonnay and Pinot Nero, this stunning sparkler offers intense aromas of toasted bread crust, eucalyptus, mature yellow stone fruit and a whiff of pressed wildflower. The vibrant, bone-dry palate delivers ripe golden apple, juicy grapefruit, ginger and crushed herbs alongside crisp acidity and a refined, lively perlage. It closes on a hazelnut note. KERIN O’KEEFE;93;Barone Pizzini 2012 Bagnadore Dosaggio Zero (Franciacorta);$60;Bagnadore Dosaggio Zero;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Barone Pizzini;KERIN O’KEEFE;12.5%;750 ml;Sparkling;LLS–Winebow;7/1/2019
A 50-50 blend of Pinot Nero and Chardonnay, this has enticing scents of yellow wildflower, orchard fruit and a whiff of pastry dough. It's vibrant and elegant, offering juicy pomegranate, yellow apple and grapefruit alongside a savory hint of saline. A lively but refined mousse provides the backdrop. KERIN O’KEEFE;92;Bonfadini NV Rosé Brut Opera (Franciacorta);$35;Rosé Brut Opera;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Bonfadini;KERIN O’KEEFE;12.5%;750 ml;Sparkling;The Harvest Importing;7/1/2019
Bread crust, baked apple and citrus aromas follow on to the crisp, elegant palate along with pear and grapefruit. A hint of ginger accents the primary flavors while bright acidity and a silky perlage provide vibrancy and finesse. KERIN O’KEEFE;92;Ferghettina 2014 Milledì Brut (Franciacorta);$67;Milledì Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Ferghettina;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Empson USA Ltd;7/1/2019
Made with 90% Nerello Mascalese and 10% Carricante, this elegant rosato has a light, onion skin color, while alluring scents of citrus, Mediterranean scrub and white stone fruit float above the glass. On the tangy palate, crisp acidity lifts pomegranate, grapefruit, ginger and nectarine. A savory vein of salinity leaves a mouthwatering finish. KERIN O’KEEFE;92;Barone di Villagrande 2018 Rosato (Etna);$22;;Rosato, Rosé;Etna, Sicily & Sardinia, Italy;Barone di Villagrande;KERIN O’KEEFE;12.5%;750 ml;Rose;Omniwines Distribution;7/1/2019
Fragrant and loaded with finesse, this elegant sparkler offers delicate but enticing scents of white spring flowers, orchard fruits, pie crust and a whiff of wild herbs. On the softly foaming palate, fresh acidity brightens creamy yellow apple, white peach and citrus notes before finishing on a thyme note. KERIN O’KEEFE;92;Ferghettina 2014 Satèn (Franciacorta);$61;Satèn;Chardonnay;Franciacorta, Lombardy, Italy;Ferghettina;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Empson USA Ltd;7/1/2019
A blend of organically farmed Corvina (80%) and Rondinella (20%), this elegant rosato opens with enticing scents of spring field flower, aromatic herb, ripe peach and a whiff of baking spice. Smooth, bright and juicy, the savory, easy-drinking palate offers wild red berry, tangerine zest and a hint of white pepper alongside tangy acidity. KERIN O’KEEFE;91;Le Fraghe 2018 Ròdon (Bardolino Chiaretto);$16;Ròdon;Red Blends, Red Blends;Bardolino Chiaretto, Veneto, Italy;Le Fraghe;KERIN O’KEEFE;12.5%;750 ml;Rose;Oliver McCrum Wines;7/1/2019
A 100% Sangiovese rosé, this opens with inviting aromas of wild berries, grilled herbs and a whiff of culinary spices. On the bright, savory palate, hints of ground clove and white pepper accent juicy red cherry, white peach and citrus while bright acidity gives it a tangy finish. KERIN O’KEEFE;91;Fattoria Fibbiano 2018 Rosato (Toscana);$22;;Rosato, Rosé;Toscana, Tuscany, Italy;Fattoria Fibbiano;KERIN O’KEEFE;13%;750 ml;Rose;Artisanal Cellars;7/1/2019
High-toned aromas of wild strawberry, crushed cherry and powdered stone dazzle on the nose of this rusty-pink hued wine. There's ample tang and energy to the palate, with cranberry and cherry skin flavors enlivened by a slick of wet limestone. Red apple peel tannins offer a soft frame to it all, rising up on the finish to offer a final kiss of astringency. ALEXANDER PEARTREE;91;De Fermo 2017 Le Cince Superiore (Cerasuolo d'Abruzzo);$30;Le Cince Superiore;Montepulciano, Italian Red;Cerasuolo d'Abruzzo, Central Italy, Italy;De Fermo;ALEXANDER PEARTREE;13.5%;750 ml;Rose;Grand Cru Selections;7/1/2019
Made with 80% Chardonnay and 20% Pinot Nero, this has aromas of citrus, spring field flower and a whiff of bread crust. On the vibrant palate, bright acidity and a continuous, elegant perlage provide freshness and finesse to creamy yellow apple, dried apricot and a hint of hazelnut. KERIN O’KEEFE;91;Majolini 2011 Electo Brut (Franciacorta);$55;Electo Brut;Sparkling Blend, Sparkling;Franciacorta, Lombardy, Italy;Majolini;KERIN O’KEEFE;12.5%;750 ml;Sparkling;Banville Wine Merchants;7/1/2019
Aromas of French oak, coconut and wild berry leap from the glass. The elegant palate offers juicy red cherry, cranberry and well-integrated, oak-driven spice alongside fresh acidity and fine-grained tannins. Drink through 2022. KERIN O’KEEFE;91;Salicutti 2016 Rosso di Montalcino;$40;;Sangiovese;Rosso di Montalcino, Tuscany, Italy;Salicutti;KERIN O’KEEFE;14.5%;750 ml;Red;Polaner Selections;7/1/2019
This absolutely delicious rosato opens with alluring aromas of Spanish broom, wild berry and a whiff of sea breeze. The smooth, savory palate doles out mouthfuls of juicy raspberry, pink grapefruit, white pepper and a salty mineral note alongside fresh acidity. KERIN O’KEEFE;91;Sallier de la Tour 2018 Madamarosé Rosé (Sicilia);$19;Madamarosé;Rosé;Sicilia, Sicily & Sardinia, Italy;Sallier de la Tour;KERIN O’KEEFE;13%;750 ml;Rose;Bourget Imports;7/1/2019
Made from organically farmed grapes, this has aromas of underbrush, dark-skinned berry and cooking spice. The savory, full-bodied palate delivers ripe black plum, ground pepper and tobacco leaf alongside polished tannins. KERIN O’KEEFE;91;Massimago 2014 Conte Gastone (Amarone della Valpolicella);$45;Conte Gastone;Red Blends, Red Blends;Amarone della Valpolicella, Veneto, Italy;Massimago;KERIN O’KEEFE;16%;750 ml;Red;Artisanal Cellars;7/1/2019
